Key,Gate,Velo,Time,Bar,Part,Pitch,Octave,Duration,Dynamic
53,187.5,64,68625.0,33,3,F,3,0.375,mf
56,187.5,64,68812.5,33,3,A-,3,0.375,mf
62,187.5,64,69000.0,33,3,D,4,0.375,mf
58,187.5,64,69187.5,33,3,B-,3,0.375,mf
65,187.5,64,69375.0,33,3,F,4,0.375,mf
68,187.5,64,69562.5,33,3,A-,4,0.375,mf
74,1500.0,64,69750.0,33,3,D,5,3.0,mf
39,250.0,64,71250.0,35,3,E-,2,0.5,mf
58,250.0,64,71500.0,35,3,B-,3,0.5,mf
46,250.0,64,71750.0,35,3,B-,2,0.5,mf
51,250.0,64,72000.0,35,3,E-,3,0.5,mf
58,250.0,64,72250.0,35,3,B-,3,0.5,mf
46,250.0,64,72500.0,35,3,B-,2,0.5,mf
39,250.0,64,72750.0,35,3,E-,2,0.5,mf
58,250.0,64,73000.0,35,3,B-,3,0.5,mf
46,250.0,64,73250.0,35,3,B-,2,0.5,mf
51,250.0,64,73500.0,35,3,E-,3,0.5,mf
58,250.0,64,73750.0,35,3,B-,3,0.5,mf
46.58,250.0,64,74000.0,35,3,B-2.B-3,,0.5,mf
51.58,750.0,64,74250.0,36,3,E-3.B-3,,1.5,mf
63.70,750.0,64,75000.0,36,3,E-4.B-4,,1.5,mf
39.46,1500.0,64,75750.0,36,3,E-2.B-2,,3.0,mf
